loan_id,borrower_id,loan_amount,tenure_months,interest_rate,status,default_label
4440,3179,117502.43,18,12.07,Active,0
4441,2799,190688.38,36,16.83,Closed,0
4442,979,36726.53,24,9.17,Active,1
4443,1795,255239.89,12,13.87,Closed,0
4444,1540,263640.54,12,9.32,Closed,0
4445,612,191501.09,36,9.49,Closed,1
4446,4973,307099.78,24,8.67,Active,0
4447,668,194926.44,12,14.41,Closed,0
4448,4650,100536.63,24,16.46,Closed,0
4449,4572,191723.13,24,13.8,Closed,0
4450,4306,246151.63,24,13.71,Closed,0
4451,1624,259645.76,6,13.72,Active,1
4452,479,222301.8,18,9.62,Active,1
4453,2129,193104.12,12,11.89,Active,0
4454,1479,214190.04,18,16.14,Active,1
4455,3457,216276.69,18,9.33,Active,1
4456,988,224432.06,12,12.83,Closed,0
4457,4804,201619.69,6,9.11,Closed,1
4458,1670,199755.6,6,15.53,Active,0
4459,4675,84650.46,36,16.62,Active,1
4460,3824,11863.9,6,16.37,Closed,0
4461,2834,251431.04,12,16.12,Active,1
4462,3442,275355.36,12,9.74,Active,0
4463,3386,164668.6,12,11.48,Closed,0
4464,1689,256515.56,18,12.9,Closed,1
4465,3208,216174.22,36,15.31,Active,0
4466,4981,42492.57,36,11.09,Active,0
4467,16,143093.49,18,16.8,Active,0
4468,1779,81177.07,12,12.69,Active,0
4469,1786,223851.34,12,11.09,Active,0
4470,3642,290691.49,18,16.65,Closed,1
4471,1696,161941.52,18,9.27,Active,1
4472,2798,233665.45,24,8.81,Active,0
4473,106,270376.57,12,16.35,Active,0
4474,3517,187380.4,36,11.3,Closed,1
4475,1137,247944.79,6,13.62,Active,0
4476,525,190740.15,6,8.94,Active,0
4477,4117,225234.29,6,12.67,Active,1
4478,1713,57722.88,24,12.24,Closed,0
4479,1873,172613.12,24,14.51,Closed,0
4480,3934,212237.39,12,13.07,Active,0
4481,1298,124700.99,24,17.52,Closed,1
4482,4764,233743.26,36,10.8,Active,0
4483,1577,171507.95,12,17.77,Closed,0
4484,404,274621.8,12,14.68,Closed,0
4485,253,93978.31,12,12.91,Active,1
4486,2827,168122.6,12,14.66,Active,0
4487,1646,284726.68,12,15.1,Closed,0
4488,1034,312364.76,24,17.53,Closed,0
4489,3397,247573.47,24,16.3,Closed,0
4490,389,43885.43,12,8.55,Closed,0
4491,4107,78914.85,24,13.55,Closed,0
4492,550,180833.58,12,15.01,Closed,0
4493,2702,104639.43,12,10.84,Closed,0
4494,4439,91540.56,36,8.72,Closed,1
4495,1311,281543.16,36,17.56,Active,0
4496,4159,315679.35,36,16.99,Active,0
4497,605,245516.61,18,9.21,Closed,0
4498,3619,315362.27,24,12.14,Active,0
4499,2016,266235.21,24,15.26,Closed,0
4500,2884,162305.11,24,12.14,Closed,0
4501,1128,185143.89,36,17.02,Active,0
4502,1097,164453.51,24,9.09,Closed,0
4503,2203,279547.49,36,14.66,Active,1
4504,1074,157090.99,36,11.05,Closed,0
4505,4755,255225.13,18,9.9,Closed,1
4506,2621,269021.75,24,12.8,Closed,0
4507,3237,246819.27,6,15.22,Active,1
4508,4443,179962.39,36,16.44,Closed,0
4509,2785,156308.75,6,15.77,Active,1
4510,4773,127802.96,6,14.97,Closed,0
4511,3280,158441.48,24,13.16,Active,1
4512,1707,117811.35,36,14.97,Closed,1
4513,4843,204787.87,12,11.84,Active,0
4514,959,291356.95,36,15.8,Active,0
4515,1264,146588.21,24,8.31,Closed,0
4516,869,169470.19,36,15.75,Active,0
4517,3357,251397.16,6,15.05,Closed,0
4518,4382,66322.11,6,17.95,Closed,0
4519,1113,143869.67,6,14.69,Active,0
4520,1831,146623.06,12,13.51,Active,1
4521,547,223211.72,12,8.11,Closed,0
4522,3245,292867.61,24,12.29,Active,0
4523,3629,65100.34,12,17.44,Active,1
4524,3636,217700.76,12,10.95,Closed,1
4525,4123,302069.22,12,17.87,Closed,0
4526,2963,202999.1,24,12.83,Closed,0
4527,825,189159.53,36,14.29,Active,0
4528,2847,130065.5,24,14.59,Closed,0
4529,4018,108217.55,18,16.39,Active,0
4530,4825,205025.45,24,12.89,Active,0
4531,2603,278586.19,18,11.91,Closed,0
4532,1649,170908.88,36,10.44,Closed,0
4533,2059,116824.96,36,8.06,Closed,1
4534,2217,226564.88,24,16.94,Closed,0
4535,1975,213716.26,6,15.55,Closed,1
4536,4373,225753.46,6,8.58,Active,1
4537,2708,67599.06,12,17.81,Active,0
4538,4832,107821.88,12,12.22,Closed,0
4539,1047,253740.23,18,10.72,Closed,1
4540,4165,191613.54,6,14.86,Closed,0
4541,4225,275442.67,6,11.06,Active,0
4542,2408,90354.02,24,9.22,Closed,1
4543,4984,179284.7,24,15.69,Active,0
4544,335,281950.13,6,8.7,Active,0
4545,287,267090.05,24,10.1,Closed,0
4546,2111,227051.83,24,12.41,Active,0
4547,2532,115524.72,24,10.83,Closed,1
4548,4690,195403.01,12,16.2,Active,0
4549,4543,219460.83,36,10.76,Active,0
4550,880,83518.71,36,13.31,Closed,0
4551,4079,256359.08,6,13.24,Active,1
4552,895,28960.63,12,17.59,Closed,0
4553,2407,93199.25,12,17.33,Closed,0
4554,1435,201882.37,18,14.3,Active,0
4555,710,254909.92,36,14.56,Active,1
4556,2895,358577.38,36,11.0,Active,0
4557,4734,239746.06,18,9.66,Closed,0
4558,517,66663.47,12,11.14,Closed,1
4559,4831,12706.35,6,15.29,Active,0
4560,1143,230636.39,12,13.58,Closed,0
4561,3431,38295.68,24,11.89,Closed,1
4562,298,217359.27,24,16.31,Closed,0
4563,582,196113.52,12,15.81,Closed,0
4564,137,225319.32,12,13.64,Closed,1
4565,4507,15796.07,12,13.34,Closed,0
4566,2378,255106.7,12,8.21,Active,0
4567,4183,298042.81,12,12.07,Active,0
4568,4657,246757.03,12,14.34,Closed,0
4569,70,79770.53,12,11.85,Closed,0
4570,1986,212466.91,36,9.67,Active,0
4571,3866,174066.09,6,11.48,Closed,1
4572,4582,223688.54,6,13.51,Active,0
4573,1823,155136.28,12,16.25,Active,1
4574,637,239630.18,24,13.09,Active,0
4575,2795,195779.87,24,16.29,Closed,1
4576,3706,285276.43,24,8.71,Active,0
4577,4577,150131.84,36,14.07,Active,0
4578,1866,112835.22,6,17.22,Closed,0
4579,2619,35297.95,24,10.7,Closed,0
4580,4125,64754.15,36,15.52,Active,0
4581,1952,119983.03,6,10.09,Active,0
4582,3098,17572.76,24,12.89,Closed,0
4583,908,272198.01,36,16.72,Active,0
4584,2182,178484.23,36,12.72,Active,0
4585,3097,95743.11,18,11.42,Closed,0
4586,526,263568.01,12,17.23,Closed,0
4587,4721,54387.55,24,12.77,Closed,0
4588,2978,42110.14,6,14.94,Closed,1
4589,2592,160745.96,12,12.53,Active,0
4590,2912,14220.76,24,15.19,Closed,1
4591,4246,279757.83,36,9.46,Closed,0
4592,1143,261772.52,24,14.55,Active,1
4593,922,88229.38,36,11.65,Active,0
4594,844,341004.21,6,11.15,Closed,0
4595,3903,296111.92,12,15.87,Closed,0
4596,611,194448.16,18,12.6,Closed,0
4597,3445,121798.06,24,17.93,Closed,1
4598,494,86672.72,24,15.51,Active,1
4599,4985,276564.9,36,10.02,Active,0
4600,555,106119.76,36,10.23,Closed,0
4601,2652,76316.64,6,9.77,Closed,0
4602,2622,158767.5,36,17.53,Active,0
4603,2037,302403.42,18,15.47,Closed,0
4604,3087,169051.64,12,14.88,Active,0
4605,4428,257344.17,36,9.51,Closed,1
4606,2946,313744.33,12,10.79,Closed,0
4607,3704,174217.03,6,11.39,Closed,1
4608,2763,176299.41,24,16.53,Active,0
4609,3297,220357.99,12,13.35,Active,0
4610,1660,320092.35,12,17.62,Active,0
4611,3801,294885.38,6,11.78,Closed,0
4612,1317,223876.99,36,17.09,Closed,0
4613,4752,76832.47,24,17.59,Closed,0
4614,3944,39046.32,24,15.23,Active,0
4615,1767,269733.4,24,8.25,Closed,0
4616,2287,96323.28,24,13.6,Closed,0
4617,1519,59694.88,24,13.27,Active,0
4618,1007,256874.83,36,9.55,Closed,0
4619,740,22631.3,12,17.33,Active,0
4620,1143,249013.46,36,15.54,Active,0
4621,3210,182621.42,12,11.49,Closed,0
4622,777,20706.43,36,11.61,Closed,0
4623,3016,192268.49,18,8.64,Active,0
4624,2608,301992.67,36,16.98,Active,0
4625,701,181495.25,18,15.66,Active,1
4626,1903,176598.61,18,12.02,Active,0
4627,1664,46151.63,12,13.05,Closed,0
4628,3890,262262.83,12,11.26,Closed,0
4629,75,109238.03,18,17.84,Closed,1
4630,2952,268701.83,24,9.0,Closed,1
4631,1141,91389.54,6,9.95,Closed,0
4632,489,43275.08,36,12.18,Closed,0
4633,4393,62100.49,18,11.86,Active,1
4634,2442,169588.95,24,11.87,Active,1
4635,1728,162494.52,6,13.77,Closed,0
4636,4460,341291.84,24,9.77,Closed,0
4637,3237,253475.91,24,17.33,Active,0
4638,3219,228355.47,12,8.78,Active,0
4639,2000,201973.19,6,16.52,Closed,0
4640,3174,84661.77,6,9.03,Active,0
4641,3229,205986.84,12,13.14,Active,0
4642,1931,340562.57,12,15.01,Closed,0
4643,2553,142984.65,36,8.49,Closed,1
4644,4093,90672.25,18,13.71,Active,0
4645,3549,175448.2,12,10.54,Active,0
4646,284,96433.24,12,17.43,Active,0
4647,803,49397.68,24,12.12,Closed,1
4648,3536,210617.55,12,17.85,Active,0
4649,4294,258834.86,18,11.63,Closed,0
4650,2507,101796.02,6,10.9,Active,0
4651,4370,244133.12,18,12.54,Closed,0
4652,1248,287628.64,12,16.95,Closed,0
4653,623,290709.44,6,14.34,Closed,0
4654,4318,185353.94,24,8.8,Closed,0
4655,3397,248866.29,6,15.4,Active,0
4656,1497,231576.41,24,16.91,Closed,0
4657,3432,145425.53,36,8.18,Active,1
4658,3623,186201.17,18,14.12,Closed,0
4659,1633,280965.15,36,16.29,Active,0
4660,3111,93516.88,12,17.02,Closed,0
4661,595,218932.53,6,12.16,Closed,0
4662,4471,164177.79,36,10.88,Closed,0
4663,1810,146683.94,12,17.09,Closed,0
4664,2861,339113.59,6,16.75,Closed,0
4665,1253,72859.45,12,15.74,Active,0
4666,2839,335645.15,18,15.43,Active,0
4667,3776,188804.62,6,16.0,Active,1
4668,3802,151637.12,12,14.17,Closed,0
4669,197,69721.98,12,10.44,Active,1
4670,2835,188633.82,6,16.41,Closed,0
4671,3642,246096.65,6,10.53,Closed,0
4672,1917,240212.12,12,14.57,Active,0
4673,4093,67242.91,6,10.55,Closed,0
4674,2924,277986.58,18,15.36,Active,0
4675,1399,90114.47,36,17.19,Active,1
4676,2398,124390.72,36,9.78,Active,0
4677,1474,35330.16,36,17.58,Active,0
4678,2921,51525.63,12,8.48,Closed,0
4679,1137,257056.62,6,16.45,Closed,1
4680,4486,237540.57,6,9.2,Active,0
4681,3417,203342.51,36,12.3,Closed,0
4682,373,140195.79,18,15.59,Closed,1
4683,1868,76360.07,12,10.79,Active,1
4684,1898,290311.96,36,10.95,Active,0
4685,2024,289159.61,12,11.65,Active,0
4686,3985,235671.72,18,14.0,Active,0
4687,1964,164551.61,36,10.3,Closed,0
4688,2423,242106.87,6,15.59,Active,1
4689,3948,260711.47,24,11.55,Active,0
4690,4884,45399.47,36,13.92,Active,0
4691,4606,306135.55,18,15.37,Active,0
4692,1566,191157.36,12,17.85,Closed,0
4693,2087,27367.48,6,10.87,Closed,1
4694,2014,292913.64,12,13.91,Active,0
4695,4222,163192.99,18,16.12,Closed,0
4696,469,130506.08,18,17.37,Closed,0
4697,867,293678.2,18,13.85,Closed,0
4698,966,288733.94,36,9.25,Active,0
4699,3823,98007.01,24,9.7,Active,0
4700,426,294913.97,24,10.53,Closed,0
4701,3855,256224.89,36,14.91,Active,0
4702,588,55190.43,24,9.25,Closed,1
4703,81,29347.54,6,10.0,Closed,0
4704,2921,43068.9,24,13.28,Closed,0
4705,4342,91354.22,24,11.3,Closed,0
4706,1705,178375.2,24,10.94,Closed,0
4707,4906,143433.15,24,12.05,Active,1
4708,3625,232530.23,12,10.19,Closed,0
4709,476,189884.55,18,16.51,Closed,0
4710,2158,101789.25,6,9.48,Active,0
4711,4451,70794.6,6,9.93,Active,0
4712,4105,113734.81,12,11.56,Active,0
4713,4371,197150.28,36,14.25,Active,0
4714,2508,138692.56,12,13.81,Closed,1
4715,959,255052.38,24,8.18,Closed,0
4716,4979,156943.92,18,12.83,Closed,1
4717,3060,99855.14,12,14.9,Closed,0
4718,3431,60690.26,36,10.9,Active,0
4719,1778,38837.3,6,12.27,Closed,0
4720,3850,211295.82,36,8.69,Closed,1
4721,1225,114363.25,18,16.34,Active,0
4722,2036,103674.89,18,10.44,Closed,0
4723,2193,226714.14,12,14.1,Active,1
4724,1804,80717.65,6,10.09,Closed,0
4725,1969,44935.27,36,11.67,Closed,0
4726,343,71771.34,36,14.53,Closed,0
4727,1542,208339.76,12,14.0,Closed,1
4728,1940,320306.82,18,15.05,Active,0
4729,762,216161.5,6,10.54,Closed,0
4730,2496,227322.72,24,17.78,Closed,1
4731,4010,176097.45,12,14.72,Closed,0
4732,3795,313582.31,6,10.75,Active,0
4733,4718,113501.2,24,12.59,Active,0
4734,4942,90469.92,18,11.65,Closed,1
4735,2756,53643.22,36,12.79,Closed,0
4736,1909,250459.92,36,11.85,Active,0
4737,1644,288875.1,18,8.21,Closed,0
4738,1685,288468.34,24,13.41,Active,0
4739,420,103188.69,36,16.65,Active,1
4740,2404,126903.1,6,15.06,Closed,0
4741,2571,253290.9,24,14.25,Closed,0
4742,1758,87308.36,6,12.74,Active,0
4743,853,136821.47,36,14.6,Closed,0
4744,3719,83348.39,6,14.77,Closed,0
4745,4721,48744.56,36,9.01,Closed,0
4746,4148,313155.45,24,9.81,Closed,0
4747,2026,214757.72,18,15.63,Active,0
4748,263,257339.31,18,13.38,Closed,0
4749,3602,22386.27,36,17.17,Closed,0
4750,3681,246379.02,6,17.41,Closed,1
4751,2685,301275.47,24,14.94,Active,0
4752,4533,111742.46,12,16.41,Active,0
4753,1362,278095.78,24,15.58,Closed,0
4754,1349,275552.51,18,13.77,Active,0
4755,3313,282450.26,6,14.38,Closed,0
4756,819,168530.01,18,14.77,Closed,0
4757,3014,259570.58,12,12.65,Active,0
4758,506,217435.03,18,10.15,Closed,0
4759,1665,121638.81,6,13.3,Closed,0
4760,4633,46847.43,24,17.71,Active,0
4761,4040,141366.6,6,12.35,Closed,1
4762,2092,222981.82,36,15.1,Active,1
4763,2220,276956.95,18,8.02,Active,0
4764,2227,265826.38,6,15.84,Closed,0
4765,3362,146834.08,6,9.49,Active,0
4766,418,119951.54,24,11.12,Active,0
4767,3642,286002.82,36,12.86,Closed,0
4768,4294,273898.27,12,9.76,Closed,0
4769,2503,56864.83,12,12.53,Active,1
4770,2191,243034.54,18,17.95,Closed,0
4771,4717,159393.17,36,9.49,Closed,0
4772,942,321956.2,36,12.8,Active,0
4773,3368,92484.98,24,14.31,Closed,0
4774,2260,247239.18,24,15.33,Closed,0
4775,4168,175871.81,24,16.36,Active,0
4776,3968,46531.35,6,17.1,Closed,0
4777,1537,55624.08,36,15.45,Active,1
4778,2905,127380.47,36,8.55,Closed,0
4779,4060,106749.2,24,9.2,Closed,1
4780,1598,152628.46,24,8.02,Active,1
4781,3896,33613.98,18,17.28,Active,0
4782,2107,160570.62,6,17.63,Active,0
4783,2869,190592.54,24,17.54,Active,1
4784,383,190752.67,18,9.21,Active,0
4785,3351,47263.86,24,16.47,Closed,0
4786,2885,202599.98,12,12.8,Active,0
4787,3587,173988.79,6,17.91,Closed,1
4788,4716,288257.52,24,9.03,Closed,0
4789,1745,78307.59,18,8.09,Closed,0
4790,1462,119952.85,24,9.57,Active,1
4791,2410,259952.78,12,13.12,Active,0
4792,3991,60273.7,24,12.62,Active,0
4793,1376,165630.61,24,8.35,Closed,0
4794,2556,328030.65,12,17.51,Closed,0
4795,1902,206694.87,36,8.67,Closed,1
4796,3449,203544.48,18,16.86,Active,1
4797,2749,160852.32,24,8.54,Closed,0
4798,3146,248927.13,24,17.89,Active,0
4799,368,235675.71,12,12.36,Active,0
4800,3202,250825.72,6,11.2,Closed,1
4801,269,272025.54,12,11.93,Active,0
4802,1947,202772.87,18,8.3,Closed,0
4803,1855,134103.85,6,16.65,Active,0
4804,455,163805.44,24,11.84,Closed,1
4805,3326,211874.77,18,10.86,Active,0
4806,2657,287525.08,12,15.36,Active,0
4807,2276,141825.93,12,14.27,Active,1
4808,3375,296396.02,36,10.78,Closed,0
4809,1833,228372.31,12,17.45,Closed,1
4810,601,235781.84,24,13.5,Active,0
4811,2996,48634.34,36,16.89,Active,0
4812,4255,54305.05,6,17.54,Closed,1
4813,1838,259008.78,12,9.16,Closed,0
4814,3634,69518.86,36,15.57,Closed,0
4815,2430,243435.67,18,11.32,Closed,1
4816,1093,75197.34,24,9.1,Active,0
4817,248,49819.48,24,8.11,Closed,0
4818,2994,115865.15,24,8.08,Active,1
4819,3060,41212.17,6,13.62,Closed,0
4820,2187,86588.19,18,8.93,Active,0
4821,2816,246088.54,36,13.83,Closed,1
4822,1420,267782.79,18,13.61,Active,0
4823,3270,187680.97,12,11.14,Active,0
4824,287,225915.38,24,14.48,Closed,1
4825,2834,240931.98,6,11.66,Closed,0
4826,4812,157840.49,24,14.95,Closed,0
4827,619,306157.22,36,10.01,Closed,0
4828,4817,153421.12,18,10.18,Active,0
4829,3722,250490.74,12,10.67,Closed,0
4830,2739,122098.34,36,14.46,Active,0
4831,4035,176568.37,24,14.88,Active,0
4832,1617,112829.33,18,12.17,Active,0
4833,3250,232265.31,18,14.83,Active,0
4834,2621,280367.54,12,17.39,Closed,0
4835,2748,146460.86,12,9.51,Active,1
4836,1045,37544.67,18,17.03,Closed,0
4837,321,82578.37,36,8.95,Active,1
4838,879,164271.71,18,13.28,Active,0
4839,1375,175224.05,36,15.21,Active,0
4840,4575,17983.54,36,10.72,Closed,0
4841,2018,168758.12,24,15.68,Closed,0
4842,4537,91601.89,6,16.09,Closed,0
4843,4222,103523.66,6,12.88,Active,1
4844,68,253360.3,6,13.21,Active,0
4845,2652,81615.26,36,13.42,Active,1
4846,2701,73324.19,36,8.42,Active,0
4847,2194,120802.09,6,9.93,Closed,0
4848,207,158323.19,18,17.94,Active,0
4849,396,284868.28,18,11.77,Active,0
4850,2796,130005.74,36,15.21,Closed,0
4851,4845,166497.68,36,8.38,Active,0
4852,866,141403.28,12,18.0,Active,1
4853,3367,104909.91,24,13.68,Closed,0
4854,181,175574.58,12,17.61,Active,0
4855,1317,254624.9,18,17.06,Closed,0
4856,3458,107175.5,18,9.44,Active,1
4857,1221,73943.9,18,13.66,Active,0
4858,3249,208673.83,12,8.52,Closed,0
4859,4172,45354.12,36,15.83,Closed,0
4860,4791,21824.04,18,13.99,Active,0
4861,3185,126181.09,6,16.62,Active,0
4862,4,143873.18,12,10.24,Closed,0
4863,3545,105249.3,18,12.17,Closed,1
4864,4059,66565.55,6,15.59,Closed,1
4865,2904,241570.93,24,16.51,Active,0
4866,1730,170305.16,6,10.85,Closed,0
4867,470,288598.84,18,10.35,Closed,0
4868,2382,125036.62,6,11.98,Closed,0
4869,324,214319.33,36,11.86,Closed,0
4870,1557,285163.33,12,15.69,Active,0
4871,189,90823.07,24,17.96,Closed,1
4872,4527,202668.24,24,11.86,Active,0
4873,1527,276133.78,24,8.99,Active,0
4874,4658,239153.56,18,16.15,Closed,0
4875,4015,292225.56,18,11.21,Closed,0
4876,972,110242.83,36,15.46,Closed,0
4877,4129,180907.12,12,13.77,Closed,0
4878,297,231247.41,36,10.19,Closed,0
4879,2288,302680.21,12,14.75,Closed,1
4880,4219,147189.54,36,11.53,Active,0
4881,4830,242226.71,12,8.15,Closed,0
4882,3055,308538.77,24,14.13,Active,1
4883,3035,183008.72,36,12.15,Active,0
4884,3756,112098.35,24,14.88,Active,0
4885,1967,263991.75,24,13.39,Active,0
4886,1426,67718.79,24,11.4,Closed,0
4887,1006,199444.5,36,10.06,Closed,1
4888,2779,279345.24,24,16.35,Active,1
4889,1319,92727.98,12,16.94,Active,1
4890,721,319411.74,24,12.97,Active,0
4891,3445,151434.22,12,13.64,Closed,1
4892,146,149251.96,12,15.49,Closed,1
4893,2192,332792.81,24,10.23,Closed,0
4894,1750,214832.01,18,8.95,Closed,0
4895,2022,129318.69,36,8.73,Active,0
4896,1526,118784.49,12,15.36,Active,0
4897,4331,89278.42,24,16.38,Closed,1
4898,3840,115116.04,36,14.37,Closed,0
4899,3458,135470.21,24,17.6,Closed,0
4900,3856,118189.51,24,14.46,Active,1
4901,424,297053.8,6,8.79,Active,0
4902,2419,61028.08,6,13.51,Closed,1
4903,2023,297805.29,24,16.46,Active,0
4904,3230,299303.53,6,15.92,Closed,0
4905,3841,187410.95,24,15.86,Closed,0
4906,1817,126015.83,12,16.66,Closed,0
4907,1168,267024.58,12,11.25,Active,0
4908,1063,82323.29,12,10.64,Closed,0
4909,4035,188394.79,24,12.51,Active,1
4910,3736,186026.54,24,10.52,Closed,0
4911,2778,104294.42,6,9.65,Active,1
4912,4270,102360.06,36,16.77,Active,0
4913,764,102142.39,6,17.36,Closed,0
4914,4312,122164.85,18,12.32,Active,0
4915,1862,249849.71,24,9.9,Active,0
4916,4772,194867.46,24,15.12,Closed,0
4917,4441,199285.24,36,16.73,Active,1
4918,130,298783.79,18,12.62,Active,1
4919,3019,95313.66,36,15.92,Closed,1
4920,3663,108581.82,24,8.56,Closed,0
4921,4721,54529.66,12,14.82,Active,1
4922,4311,223077.64,18,10.41,Active,0
4923,1231,337492.25,18,11.1,Active,0
4924,3439,290254.83,24,13.92,Closed,0
4925,3372,106421.25,24,14.45,Active,0
4926,4259,222272.56,36,13.17,Closed,1
4927,1764,199413.15,24,15.46,Active,1
4928,1842,224664.57,36,11.26,Closed,0
4929,2688,88523.05,36,9.35,Active,0
4930,941,171434.58,36,11.35,Closed,0
4931,1417,95533.3,12,17.53,Closed,0
4932,424,326088.15,6,14.19,Closed,0
4933,1752,111870.58,24,12.87,Closed,0
4934,1128,197722.72,24,14.75,Closed,0
4935,2893,87833.73,18,15.66,Closed,0
4936,3808,299565.13,36,8.86,Closed,0
4937,4539,271125.88,12,16.1,Active,0
4938,167,183233.27,6,13.5,Active,0
4939,191,76694.13,6,8.97,Closed,1
4940,1458,138557.98,36,16.17,Closed,1
4941,4884,73268.64,6,11.95,Closed,0
4942,703,228795.2,18,12.88,Closed,0
4943,883,83466.22,18,16.67,Active,1
4944,4629,105745.12,24,12.45,Active,0
4945,4189,178803.95,6,8.02,Closed,0
4946,2893,135666.27,36,14.95,Active,0
4947,2236,140536.69,12,14.59,Closed,0
4948,2401,321234.0,36,17.59,Closed,0
4949,2864,188950.31,12,14.19,Active,1
4950,368,233866.22,18,9.15,Active,0
4951,4804,222629.07,24,9.55,Closed,1
4952,524,100811.68,12,14.53,Closed,0
4953,1685,279905.31,12,11.28,Closed,0
4954,3796,207646.75,18,14.76,Closed,0
4955,4078,134587.83,24,10.13,Active,1
4956,3179,132565.51,18,13.32,Closed,0
4957,2644,289727.28,6,10.07,Active,0
4958,75,75136.03,18,15.09,Closed,0
4959,4910,94263.73,6,10.57,Closed,0
4960,3911,101776.95,6,14.3,Active,0
4961,4178,235207.65,6,17.56,Closed,1
4962,700,149986.32,36,13.96,Closed,0
4963,2165,240526.11,24,11.93,Closed,0
4964,4950,316813.56,24,16.33,Closed,0
4965,3888,176039.7,12,15.94,Active,1
4966,3764,113822.28,6,15.51,Active,1
4967,2375,97086.62,12,11.68,Closed,0
4968,4100,215747.99,12,15.83,Active,0
4969,1787,89224.23,12,11.48,Active,0
4970,3170,227046.04,36,11.72,Active,0
4971,2969,218226.98,18,13.32,Closed,0
4972,4011,46989.7,12,11.2,Active,0
4973,3888,114333.49,36,15.59,Active,0
4974,4090,179593.2,12,13.23,Active,0
4975,4878,320121.21,18,16.12,Closed,0
4976,2196,52655.95,24,15.49,Active,0
4977,1503,90326.66,24,8.88,Active,0
4978,3317,222568.58,12,9.07,Closed,0
4979,1443,257927.83,24,11.34,Closed,0
4980,2095,179285.99,12,13.8,Active,0
4981,4777,111359.04,18,8.64,Closed,0
4982,3222,114121.72,24,10.18,Active,1
4983,506,151320.86,24,10.01,Active,0
4984,968,95542.51,6,11.59,Active,1
4985,3186,143238.09,18,8.56,Closed,0
4986,455,154163.96,18,16.39,Active,1
4987,741,96451.09,12,15.41,Closed,0
4988,1601,116266.85,24,15.49,Active,1
4989,4951,68775.7,24,11.65,Active,1
4990,3955,177315.36,12,15.65,Closed,1
4991,4758,317471.16,36,11.93,Closed,0
4992,3841,176580.03,6,11.35,Closed,0
4993,4234,104198.61,36,13.85,Active,0
4994,3885,280865.34,6,17.86,Closed,0
4995,4989,224992.1,36,17.3,Closed,0
4996,2396,295581.09,36,9.83,Closed,1
4997,78,37481.71,6,14.57,Active,1
4998,1777,139178.85,6,10.12,Active,0
4999,3204,74235.59,36,13.72,Closed,0
5000,2145,256949.38,24,8.2,Active,0
5001,2046,251618.13,24,15.58,Closed,1
5002,621,189741.84,18,13.0,Active,1
5003,1110,178963.13,36,17.91,Closed,1
5004,1416,234341.43,18,8.63,Closed,0
5005,3389,170835.49,6,12.73,Closed,1
5006,2753,59636.72,36,14.0,Active,0
5007,1804,116795.59,18,11.62,Active,0
5008,4480,189261.66,18,13.56,Active,0
5009,3582,266862.29,12,8.06,Active,0
5010,1212,90319.37,36,15.78,Active,0
5011,4984,169897.03,12,15.97,Closed,0
5012,1178,33822.15,36,16.54,Closed,0
5013,851,39374.19,18,15.26,Active,0
5014,2874,249185.42,36,14.49,Closed,0
5015,3969,133681.17,12,12.11,Closed,0
5016,4087,47451.24,18,12.12,Closed,0
5017,2630,175617.54,6,12.55,Active,1
5018,4260,124784.69,12,9.03,Active,1
5019,1007,224273.42,36,17.49,Active,0
5020,4312,149286.53,36,8.49,Closed,1
5021,2590,242560.09,24,15.4,Closed,0
5022,210,282740.31,18,13.43,Active,0
5023,2622,160913.01,36,8.11,Active,0
5024,4605,135227.95,36,16.9,Closed,0
5025,3986,239450.75,36,12.92,Closed,1
5026,2078,71468.54,24,12.35,Active,1
5027,3659,262092.85,36,16.11,Closed,0
5028,3088,246893.15,12,16.3,Closed,0
5029,3184,50731.19,18,10.42,Active,0
5030,1917,222995.49,18,16.17,Closed,0
5031,2266,312052.19,36,12.08,Active,0
5032,1628,142578.45,24,13.77,Active,1
5033,1280,160971.67,24,17.2,Active,0
5034,4113,263170.55,6,14.16,Active,0
5035,2826,195953.31,6,9.81,Closed,1
5036,2378,262846.87,12,13.49,Closed,0
5037,2007,143169.9,18,17.87,Active,1
5038,2648,167083.05,12,9.15,Closed,0
5039,72,212555.52,18,17.08,Active,0
5040,2069,340500.93,24,9.31,Closed,0
5041,217,194668.78,36,12.78,Closed,0
5042,1343,125295.28,36,8.76,Closed,1
5043,4813,179027.08,24,12.51,Closed,1
5044,3094,291061.89,6,13.72,Closed,0
5045,4757,278512.97,6,14.06,Active,0
5046,3597,318113.27,18,12.85,Active,0
5047,3186,179246.34,24,11.65,Closed,0
5048,4332,96273.07,36,11.5,Closed,0
5049,2454,218431.01,36,15.48,Closed,0
5050,2968,224610.13,24,9.16,Active,1
5051,4385,273689.63,18,17.59,Closed,0
5052,4923,176956.6,24,8.65,Closed,0
5053,1992,299940.35,36,11.2,Closed,0
5054,3924,80276.94,18,12.77,Closed,0
5055,2275,204160.04,12,12.39,Active,0
5056,651,204900.25,12,10.22,Closed,0
5057,4221,152763.55,24,12.44,Closed,1
5058,596,54653.85,36,8.81,Closed,0
5059,2721,314319.02,18,12.93,Active,0
5060,1040,138437.82,12,16.14,Active,0
5061,234,260067.06,6,11.24,Active,0
5062,2619,56444.18,18,11.51,Active,0
5063,3590,12787.46,12,11.8,Closed,1
