borrower_id,date,amount,txn_type,channel
4027,2025-03-01,5568.58,debit,Bank Transfer
145,2025-06-22,11300.7,debit,Bank Transfer
2123,2024-01-18,1970.38,debit,UPI
1389,2024-04-09,1241.55,debit,UPI
3204,2025-02-19,3927.72,debit,UPI
2290,2024-09-04,3562.61,debit,Wallet
4120,2024-08-17,3524.27,credit,UPI
3307,2024-02-13,4975.34,debit,Wallet
3331,2024-08-29,2659.45,debit,UPI
991,2024-09-07,3809.49,debit,Bank Transfer
3899,2025-09-07,4410.98,credit,Wallet
4489,2023-10-31,4457.74,credit,Cash
461,2024-10-19,4717.61,debit,UPI
2536,2025-03-26,4700.77,debit,Bank Transfer
1939,2024-06-11,3385.1,debit,Wallet
1388,2024-09-01,4489.99,debit,Bank Transfer
495,2024-08-15,4989.92,debit,UPI
3158,2025-05-24,6920.61,credit,Wallet
3259,2025-06-02,2038.34,credit,UPI
382,2023-12-05,5048.95,debit,Bank Transfer
3144,2025-07-12,5329.54,debit,Wallet
3180,2025-07-22,5368.74,credit,Bank Transfer
4070,2024-05-15,5462.62,credit,UPI
91,2025-01-07,2373.78,credit,Cash
3366,2024-07-22,5321.55,debit,Bank Transfer
524,2024-07-31,5211.6,credit,Bank Transfer
2216,2025-09-19,6095.73,credit,UPI
1759,2024-08-21,4667.26,credit,UPI
733,2024-03-23,3920.71,credit,UPI
4401,2025-08-11,7002.44,credit,UPI
1599,2025-08-12,2563.96,debit,UPI
3863,2024-12-03,2252.06,debit,Cash
13,2024-09-24,2518.85,credit,Cash
220,2024-12-28,5692.53,debit,UPI
4478,2023-10-20,3554.37,credit,UPI
3065,2024-09-04,4777.64,debit,Bank Transfer
736,2023-10-21,7770.99,credit,Cash
4719,2023-10-18,2645.3,debit,UPI
3724,2024-08-03,1596.98,debit,Cash
4240,2024-08-17,6659.54,debit,Wallet
2417,2025-03-26,3331.18,debit,Wallet
4752,2025-06-25,2656.6,debit,UPI
1708,2025-05-02,4784.73,debit,Wallet
4549,2025-03-07,4617.77,debit,UPI
2929,2025-02-27,3264.31,credit,UPI
2155,2024-01-23,6124.08,credit,UPI
900,2025-08-22,3441.75,debit,Bank Transfer
442,2025-04-06,3350.64,debit,Wallet
2441,2025-06-16,1268.8,credit,Wallet
2566,2025-05-15,90.08,credit,Bank Transfer
83,2025-05-31,5472.6,debit,UPI
19,2024-10-06,2358.34,debit,UPI
3666,2024-03-08,4694.59,credit,Cash
812,2025-07-22,8855.09,debit,Bank Transfer
4367,2024-06-15,5930.63,credit,Wallet
1026,2023-10-20,5056.33,credit,Cash
4831,2024-04-30,5848.51,debit,Bank Transfer
4121,2023-11-06,9314.98,credit,Cash
4047,2025-03-28,1227.56,debit,Wallet
3358,2024-12-02,4728.12,credit,Cash
1110,2023-12-03,7949.15,debit,Cash
3465,2025-02-01,5616.13,credit,UPI
4856,2025-03-31,7409.14,debit,Bank Transfer
1399,2025-06-12,3748.76,credit,Bank Transfer
3014,2025-04-09,2499.02,debit,Cash
1018,2025-07-28,8822.57,credit,Bank Transfer
4962,2024-08-04,5150.3,debit,Cash
1285,2024-12-02,6651.99,credit,Bank Transfer
299,2024-06-06,6776.86,credit,UPI
435,2025-10-15,7559.04,credit,UPI
328,2025-01-05,5588.89,credit,UPI
4189,2025-03-16,5675.85,credit,UPI
1434,2023-11-03,5994.82,credit,UPI
626,2024-02-13,3716.82,debit,Cash
2023,2025-03-21,7100.87,debit,Cash
1091,2025-06-29,3857.06,debit,Bank Transfer
4968,2024-04-28,7212.85,credit,Cash
1326,2023-11-07,6589.95,debit,Wallet
4555,2024-12-22,587.03,credit,UPI
3936,2024-06-03,6613.38,debit,Bank Transfer
2816,2025-05-19,5467.26,debit,Cash
2204,2024-01-01,7667.75,credit,Cash
4726,2024-10-09,8465.43,debit,Wallet
4165,2024-03-07,5221.58,credit,Wallet
4035,2024-03-23,5714.04,credit,Wallet
2977,2024-12-30,2433.46,debit,Cash
4744,2024-12-18,4663.14,credit,UPI
706,2024-09-15,8311.67,debit,Bank Transfer
4614,2025-06-22,5000.76,debit,Wallet
1107,2024-05-18,6854.97,credit,UPI
4560,2025-06-10,4956.48,credit,Bank Transfer
1864,2024-03-08,4766.39,credit,Bank Transfer
3568,2024-08-11,6149.17,credit,UPI
3761,2025-09-15,824.47,credit,Wallet
3332,2024-02-29,5743.36,debit,Bank Transfer
3408,2024-09-25,501.09,debit,Bank Transfer
4940,2024-03-22,4834.75,debit,Cash
3329,2023-12-07,3329.32,credit,UPI
2222,2025-05-30,2689.6,debit,Wallet
1509,2024-03-27,7956.02,credit,Wallet
638,2024-10-20,7239.2,debit,Cash
1010,2025-05-29,4287.71,debit,Bank Transfer
4343,2025-01-30,9756.31,credit,UPI
3792,2024-10-12,6987.55,debit,Bank Transfer
957,2025-07-23,4683.76,debit,Wallet
2822,2024-06-05,1224.81,credit,Wallet
4760,2024-08-25,4802.63,debit,Cash
1434,2025-05-26,3736.97,debit,Cash
1729,2025-06-05,4075.04,credit,Bank Transfer
2038,2024-06-28,5827.02,credit,UPI
640,2025-02-11,3743.53,debit,Wallet
1682,2024-08-09,7641.89,debit,Bank Transfer
4477,2024-04-17,3939.88,debit,Bank Transfer
2133,2025-08-24,2955.59,debit,Cash
670,2025-02-25,6299.14,credit,UPI
1786,2025-08-21,4944.29,debit,UPI
2138,2025-05-12,6710.62,credit,Wallet
787,2024-12-23,5342.54,debit,Bank Transfer
4918,2025-04-06,2221.55,debit,Cash
57,2024-01-26,5607.98,debit,Cash
2458,2024-05-27,3184.1,credit,UPI
3302,2023-12-30,5292.56,credit,Wallet
4675,2024-09-18,3803.98,debit,Wallet
3473,2025-04-28,4589.05,credit,UPI
3928,2025-01-01,5086.29,credit,Cash
4064,2025-09-14,6467.74,debit,Wallet
2122,2024-01-13,3897.27,credit,Bank Transfer
4846,2024-11-05,579.14,credit,Wallet
1906,2025-03-20,3086.78,credit,Wallet
2403,2025-07-11,5267.39,debit,Cash
21,2024-06-17,7363.66,debit,Cash
4025,2024-11-28,5599.41,credit,Wallet
390,2024-02-20,6991.41,credit,Wallet
3021,2025-04-15,5315.29,debit,Wallet
31,2024-03-25,5436.09,credit,Bank Transfer
1205,2025-08-31,4515.89,credit,UPI
1854,2024-05-31,7098.83,debit,UPI
1498,2024-12-18,8292.11,credit,Cash
2589,2025-02-06,3070.79,credit,Cash
3975,2024-06-02,5449.44,debit,Wallet
523,2025-01-08,2616.14,debit,UPI
471,2025-08-26,8342.93,debit,Wallet
603,2024-06-12,5341.9,credit,Bank Transfer
1516,2024-03-20,4960.18,credit,UPI
2272,2024-09-21,2722.75,credit,Cash
4146,2025-05-14,4549.17,debit,UPI
1408,2025-01-29,4848.79,credit,UPI
1593,2025-02-21,2851.89,debit,Wallet
284,2025-02-02,5301.9,debit,Bank Transfer
2576,2024-12-02,3282.62,debit,Wallet
3207,2023-11-27,5869.35,debit,UPI
3994,2025-01-02,3027.8,credit,Wallet
3618,2024-06-19,5314.19,credit,UPI
4567,2024-01-13,4612.62,credit,Bank Transfer
4090,2023-12-05,5602.77,credit,Cash
2066,2024-04-21,5331.32,debit,Cash
2998,2025-08-02,5189.53,credit,Cash
3294,2023-12-14,3520.74,debit,Bank Transfer
1157,2024-11-24,6108.04,debit,UPI
707,2025-04-06,5574.72,credit,Cash
4702,2025-08-24,6274.3,credit,Bank Transfer
2761,2025-06-04,4949.33,credit,UPI
3925,2024-02-17,4640.98,credit,UPI
4502,2024-12-08,2970.12,credit,Bank Transfer
4477,2023-10-30,3678.52,debit,UPI
3129,2025-07-30,4053.49,debit,Bank Transfer
4130,2025-05-14,6922.86,debit,Cash
3338,2024-09-10,2510.97,credit,UPI
4298,2024-03-12,2321.19,credit,UPI
4169,2024-03-06,4858.7,credit,Wallet
1144,2024-01-18,3467.29,debit,UPI
1408,2024-07-18,4235.06,debit,Cash
2034,2025-03-06,4120.74,debit,Wallet
3005,2024-08-24,3738.19,credit,Cash
290,2024-12-21,3473.93,credit,Cash
431,2025-04-30,3136.54,credit,Wallet
892,2025-03-02,4261.03,debit,Cash
1103,2025-03-26,2075.29,debit,Cash
2076,2024-10-24,6211.32,credit,Cash
2139,2025-02-03,3231.26,credit,Cash
1415,2024-03-12,5906.38,debit,Wallet
1844,2024-09-27,3681.28,credit,Cash
4481,2023-10-21,7074.76,debit,UPI
4609,2024-12-14,5080.52,credit,Cash
3361,2024-10-13,2846.79,debit,Bank Transfer
1706,2024-03-27,9996.1,credit,UPI
4803,2024-01-05,4164.46,debit,Bank Transfer
3796,2025-10-14,3886.9,credit,Bank Transfer
2577,2025-04-19,4023.35,credit,UPI
3614,2025-01-17,5795.89,credit,Cash
156,2025-06-13,2094.51,debit,Cash
3934,2025-01-14,5271.77,debit,Cash
1160,2024-10-14,1629.6,debit,UPI
2198,2024-10-14,4852.57,credit,Wallet
2909,2023-12-26,7253.22,debit,Cash
2960,2024-12-04,3890.78,debit,UPI
4252,2025-05-22,6775.37,credit,Wallet
4099,2024-08-19,1661.2,debit,Bank Transfer
1966,2024-05-31,3756.69,credit,Cash
1437,2023-11-28,2551.08,debit,Wallet
4036,2024-02-07,8816.4,debit,Cash
3346,2024-08-09,4184.45,credit,Bank Transfer
2921,2024-04-17,3699.12,credit,Bank Transfer
2521,2023-12-26,4484.47,credit,UPI
2000,2025-05-19,5013.38,credit,Cash
231,2025-08-24,4257.94,credit,Wallet
21,2024-04-09,2617.7,credit,Wallet
1897,2023-12-23,7698.68,credit,Wallet
3498,2025-08-23,7176.32,credit,Cash
3921,2024-11-03,5666.36,credit,UPI
30,2023-11-20,5559.73,debit,Bank Transfer
4950,2024-05-02,5430.77,credit,Wallet
1657,2025-08-26,4086.73,debit,Bank Transfer
3263,2024-11-09,3869.58,credit,Bank Transfer
1461,2024-01-28,8188.04,debit,Wallet
3376,2024-06-21,6250.21,debit,Wallet
1688,2024-07-25,2340.39,debit,Wallet
2885,2024-08-20,4096.67,debit,Bank Transfer
2523,2024-03-01,5975.29,credit,Cash
86,2024-11-16,5735.85,credit,Wallet
431,2025-08-31,6055.85,credit,UPI
1647,2025-04-24,2027.92,debit,Cash
3113,2024-05-22,5640.3,debit,Cash
695,2025-06-22,7230.92,credit,Bank Transfer
1412,2024-02-03,1989.52,debit,Bank Transfer
4108,2025-05-21,8479.21,credit,Wallet
3090,2024-09-12,5660.17,credit,Bank Transfer
1391,2025-09-08,5219.45,debit,UPI
3170,2024-01-22,3096.83,debit,UPI
1862,2025-01-26,3726.32,credit,UPI
2923,2024-05-16,4244.91,credit,Bank Transfer
2546,2025-09-20,2148.29,credit,UPI
4044,2024-07-20,4370.34,debit,Cash
1054,2024-10-16,3215.75,credit,Wallet
453,2025-06-05,6365.92,credit,Cash
10,2024-11-10,1092.37,credit,Bank Transfer
2972,2024-09-07,4505.93,credit,Bank Transfer
4064,2024-04-21,3064.62,credit,Wallet
4200,2024-05-17,5005.37,credit,Bank Transfer
3135,2023-12-16,9707.67,credit,Wallet
697,2024-08-10,8348.32,debit,UPI
3508,2023-11-04,4010.05,debit,Wallet
4335,2025-03-14,4629.09,credit,Wallet
1391,2025-09-12,3324.34,credit,Bank Transfer
4742,2025-06-01,4698.27,debit,Bank Transfer
2852,2024-10-02,6472.29,debit,UPI
2029,2025-08-16,2372.64,credit,Bank Transfer
3897,2025-01-29,8133.41,debit,Cash
2,2024-10-15,6828.86,debit,UPI
3371,2024-04-22,6741.78,debit,Wallet
895,2024-03-05,5764.94,debit,Wallet
2455,2025-10-11,3192.8,debit,UPI
4111,2025-04-12,7024.2,credit,Cash
3267,2024-07-05,4360.54,debit,Bank Transfer
2607,2023-11-09,1622.94,debit,Bank Transfer
3988,2023-11-15,5159.16,debit,Bank Transfer
1627,2025-05-02,2681.95,debit,UPI
1896,2025-05-18,3789.83,credit,Cash
4052,2024-04-30,6413.42,debit,Wallet
1842,2024-03-25,4760.75,credit,Bank Transfer
1077,2024-06-19,4925.1,credit,UPI
2018,2024-08-26,7336.8,credit,Bank Transfer
3741,2023-10-19,487.77,debit,Wallet
3902,2025-07-26,7249.78,debit,Wallet
2895,2024-06-20,5294.98,debit,Wallet
1727,2025-05-13,4861.7,credit,Cash
1869,2025-05-08,4924.56,credit,Wallet
4664,2024-04-27,6279.57,debit,Wallet
1503,2025-02-28,7051.91,credit,UPI
1674,2024-02-21,4527.18,debit,Bank Transfer
4249,2024-03-20,4731.66,debit,Bank Transfer
3026,2024-09-01,6217.89,credit,Bank Transfer
4553,2024-08-17,803.85,debit,Bank Transfer
2097,2025-04-30,4802.6,debit,Wallet
3185,2024-12-24,5996.16,credit,Wallet
969,2024-03-06,4013.37,debit,Cash
2066,2024-05-22,3402.78,credit,Bank Transfer
2150,2024-01-23,4695.33,credit,Bank Transfer
639,2025-02-23,3830.13,credit,UPI
4840,2024-12-14,4508.7,credit,Cash
2735,2025-02-12,4055.77,credit,Wallet
4260,2024-02-10,8123.27,credit,Wallet
416,2024-01-01,2720.94,debit,Bank Transfer
2406,2024-06-15,6669.56,debit,UPI
3829,2024-12-10,3825.54,credit,Bank Transfer
2902,2024-12-13,5651.63,credit,Bank Transfer
715,2024-12-10,6294.05,debit,Cash
3306,2024-08-02,8060.8,credit,Wallet
3474,2025-04-13,5785.84,credit,Bank Transfer
4393,2024-09-12,4207.15,debit,Cash
4235,2023-11-12,5131.55,credit,Wallet
4792,2024-10-23,8836.95,debit,Bank Transfer
183,2024-07-06,5326.91,credit,Bank Transfer
1912,2024-04-30,2384.35,credit,Cash
3596,2025-04-07,4233.42,debit,UPI
1287,2024-01-08,4181.89,credit,Cash
1311,2024-10-25,6459.94,credit,Wallet
4149,2024-08-28,2556.03,debit,Bank Transfer
1011,2025-01-01,3984.45,debit,Bank Transfer
1745,2025-02-12,5427.04,debit,Wallet
4817,2025-01-21,4439.16,debit,Bank Transfer
3425,2023-10-28,5181.84,credit,Wallet
3468,2025-02-25,5295.18,debit,UPI
4159,2024-04-18,5428.98,credit,Bank Transfer
3908,2025-03-14,3146.07,debit,Wallet
3637,2024-07-15,6595.17,debit,UPI
4782,2024-05-29,3929.43,debit,UPI
3257,2024-01-27,4976.82,credit,Bank Transfer
3181,2024-08-23,2576.23,credit,Wallet
1751,2024-03-22,5079.79,debit,Bank Transfer
482,2025-04-24,5380.35,credit,Wallet
4456,2024-05-26,5072.46,credit,Cash
4031,2024-11-14,3439.37,credit,UPI
2957,2025-04-02,7255.87,debit,Cash
3634,2025-06-17,6166.88,debit,Bank Transfer
1371,2024-12-20,4722.2,credit,Bank Transfer
4236,2025-04-09,4703.86,debit,Cash
1665,2024-05-06,3523.71,debit,Wallet
4932,2023-11-17,3754.35,credit,Bank Transfer
4272,2024-12-08,7913.71,debit,UPI
2237,2024-05-21,4283.36,credit,Bank Transfer
3576,2025-01-27,10527.83,debit,UPI
4658,2024-08-31,2680.71,credit,Cash
4921,2024-08-13,5737.55,credit,Cash
551,2025-03-19,5452.41,credit,Bank Transfer
2631,2024-10-12,5072.51,debit,UPI
3453,2025-02-20,1815.84,credit,Wallet
929,2024-06-17,2257.55,debit,Wallet
1574,2025-03-02,5391.14,debit,Cash
3535,2023-12-28,2951.87,debit,UPI
2320,2025-09-12,7418.1,debit,UPI
3192,2024-12-08,4552.05,credit,UPI
4073,2024-01-12,5510.01,credit,Cash
354,2025-04-18,4919.09,credit,UPI
940,2025-07-17,4863.61,debit,Wallet
3043,2025-02-20,8041.56,credit,Bank Transfer
182,2025-06-11,7168.67,debit,Cash
1525,2024-09-01,5308.64,credit,Cash
410,2024-07-07,6349.91,credit,Wallet
800,2025-03-07,7346.23,debit,Bank Transfer
430,2024-09-26,3804.35,credit,Wallet
893,2024-03-28,1890.08,debit,Cash
4439,2025-04-15,6106.04,credit,Cash
2851,2023-11-08,7491.96,debit,Wallet
4564,2024-02-08,1570.63,credit,Wallet
2457,2025-02-07,3787.37,debit,Wallet
831,2024-10-01,4517.18,debit,Bank Transfer
1152,2024-06-08,3035.03,credit,UPI
2993,2024-10-12,4710.76,credit,Bank Transfer
1592,2024-01-23,2773.03,debit,UPI
168,2024-04-30,4361.83,debit,Wallet
3310,2025-09-17,6398.73,credit,UPI
1599,2025-06-22,861.02,debit,UPI
2091,2024-12-03,2897.8,credit,Cash
2928,2024-03-06,7801.38,credit,Bank Transfer
1465,2024-07-15,3351.36,debit,Wallet
1876,2025-03-20,197.16,debit,Bank Transfer
1174,2024-10-16,5342.36,credit,Bank Transfer
4753,2024-09-22,4850.49,debit,Cash
3186,2025-07-12,5296.27,debit,UPI
2833,2024-11-26,5114.77,debit,Wallet
3268,2024-01-19,7545.83,credit,Wallet
2281,2023-12-13,3593.88,credit,Wallet
3883,2024-04-16,4812.39,credit,Bank Transfer
4909,2025-09-25,4134.62,debit,Cash
2515,2024-09-06,6352.73,credit,UPI
642,2024-04-04,6555.09,credit,Bank Transfer
3315,2025-03-29,5744.81,credit,Wallet
1895,2024-03-15,9307.61,credit,Cash
1588,2025-07-28,6106.61,credit,Cash
2728,2025-02-02,7510.0,debit,Bank Transfer
3051,2025-04-21,3229.26,credit,Cash
4633,2025-10-08,3603.58,credit,Wallet
4162,2023-11-14,8960.67,debit,Wallet
136,2023-11-20,2292.14,debit,Wallet
1924,2024-01-02,6535.7,credit,UPI
3772,2024-06-18,7573.38,debit,Wallet
2545,2025-07-21,7351.09,credit,Bank Transfer
4398,2024-05-23,1809.35,debit,Wallet
4485,2023-10-21,4298.38,debit,Bank Transfer
84,2025-01-26,6244.39,credit,UPI
2931,2025-09-18,6484.03,credit,UPI
1040,2024-04-19,4981.98,credit,Bank Transfer
1666,2024-07-03,3607.78,debit,Bank Transfer
534,2024-03-25,4453.03,credit,Wallet
488,2024-04-20,3763.54,credit,Wallet
4977,2024-09-06,2514.55,credit,Cash
3587,2024-07-12,4401.85,debit,UPI
1689,2025-07-28,8698.59,debit,Bank Transfer
885,2024-03-13,4442.26,debit,Wallet
1487,2025-02-18,1974.43,credit,Bank Transfer
1221,2024-01-08,4282.65,debit,Bank Transfer
2552,2024-05-11,8456.08,debit,Wallet
4888,2025-09-09,1814.14,debit,Wallet
2743,2024-02-28,4998.12,credit,Bank Transfer
1753,2025-01-01,6475.48,credit,Wallet
2930,2024-08-23,2718.09,credit,Cash
3786,2025-09-12,5381.59,credit,UPI
1606,2025-04-14,3173.47,debit,Bank Transfer
4027,2025-01-16,2548.49,debit,Wallet
4491,2025-10-17,6245.34,debit,UPI
589,2025-06-20,8646.11,credit,Bank Transfer
3005,2025-03-16,4225.93,credit,Wallet
2925,2024-07-30,6161.51,credit,Wallet
1522,2025-05-01,5967.49,debit,UPI
724,2024-11-28,5347.99,debit,Wallet
2188,2024-02-03,3622.53,debit,Cash
512,2024-10-25,2973.39,credit,UPI
2060,2025-05-24,3405.63,debit,UPI
1210,2024-12-02,4642.51,credit,UPI
2468,2024-11-15,4161.42,debit,Cash
1463,2024-05-18,2701.81,debit,UPI
4491,2024-09-29,4589.68,debit,Cash
3794,2025-07-05,3728.59,credit,Cash
156,2025-09-18,6113.92,debit,UPI
288,2023-12-10,4218.11,debit,Cash
1076,2024-03-15,6687.5,credit,Cash
4750,2025-08-20,5459.44,credit,Bank Transfer
2207,2023-12-08,4006.69,credit,Bank Transfer
1868,2025-09-27,4673.16,debit,UPI
206,2024-06-24,4729.78,debit,Cash
2739,2023-12-19,5332.32,debit,Cash
4920,2024-10-03,5722.04,credit,Bank Transfer
2605,2025-02-06,4099.46,credit,Cash
3472,2023-11-11,4522.95,debit,Wallet
1651,2025-09-22,5228.71,debit,Bank Transfer
574,2025-01-29,914.33,debit,Bank Transfer
2831,2024-02-16,6106.0,credit,Wallet
1607,2025-10-12,3092.56,credit,Wallet
2082,2023-10-31,4421.88,debit,UPI
92,2024-10-17,3645.27,credit,Cash
3925,2025-06-12,6496.99,credit,Wallet
3003,2025-05-16,7049.45,debit,Cash
2239,2025-06-03,4775.38,credit,Bank Transfer
3693,2023-12-28,4801.25,credit,Wallet
4284,2024-02-03,4922.19,credit,Bank Transfer
4410,2025-04-30,4968.57,debit,Wallet
3175,2025-08-13,7002.01,debit,Wallet
251,2024-01-17,11020.82,debit,Bank Transfer
2373,2025-04-26,4656.07,debit,Wallet
3838,2025-04-08,6136.98,debit,Bank Transfer
3918,2024-01-27,3306.51,debit,UPI
4667,2023-11-16,3489.47,credit,Wallet
995,2024-08-16,2959.51,credit,Wallet
2813,2025-07-29,7678.92,debit,Bank Transfer
3689,2024-11-27,6407.15,debit,Cash
573,2025-06-30,4230.23,debit,Cash
2802,2024-02-24,5425.86,credit,Bank Transfer
4001,2025-08-22,6528.97,credit,UPI
4485,2025-06-01,7392.01,debit,UPI
1254,2025-03-14,5817.01,debit,Wallet
4707,2025-03-09,5183.91,debit,Bank Transfer
4184,2024-07-11,7637.97,credit,Bank Transfer
1737,2025-02-12,2793.01,credit,Wallet
2414,2024-08-19,1156.31,credit,UPI
300,2025-06-20,7512.39,debit,Wallet
1954,2025-01-20,4101.52,credit,Cash
4636,2025-01-28,7673.95,debit,Cash
3178,2024-08-21,8839.0,credit,Bank Transfer
3689,2024-03-23,8707.83,debit,UPI
548,2024-05-31,1024.28,debit,UPI
568,2025-09-12,6601.98,credit,Bank Transfer
4099,2025-07-01,3982.17,debit,Bank Transfer
4781,2025-10-15,3695.2,credit,UPI
2826,2023-10-22,5743.98,credit,Wallet
2019,2025-04-12,3746.68,credit,Cash
4245,2025-09-24,6498.54,credit,UPI
3963,2025-05-30,7642.66,debit,Bank Transfer
3191,2024-07-09,4595.98,debit,Wallet
3285,2024-08-19,5717.91,debit,UPI
4946,2024-08-19,4083.99,credit,UPI
733,2024-06-21,5936.01,debit,UPI
502,2024-03-11,7834.44,credit,Wallet
2862,2024-01-25,5819.94,debit,UPI
3724,2023-12-19,4761.87,debit,Bank Transfer
3026,2023-12-29,7620.97,debit,Wallet
3747,2025-03-06,4186.17,credit,Cash
1,2025-02-25,4235.61,debit,UPI
1691,2025-09-23,3671.67,debit,UPI
1117,2025-06-16,1862.62,debit,Cash
3503,2024-04-18,3279.9,credit,UPI
2650,2024-11-03,5110.02,debit,Bank Transfer
2395,2025-02-10,5458.4,debit,Bank Transfer
1291,2023-11-21,3064.67,debit,Bank Transfer
3595,2025-10-15,3979.47,debit,Wallet
3950,2025-07-14,1214.88,credit,Cash
2588,2024-12-29,9374.24,credit,Wallet
4027,2023-11-23,7933.47,debit,Cash
3520,2023-11-26,3568.44,debit,Bank Transfer
4649,2024-09-21,5275.06,debit,Bank Transfer
2070,2024-04-06,3240.71,debit,UPI
4684,2024-12-13,7048.82,credit,UPI
681,2025-08-31,6286.13,debit,UPI
3499,2025-01-12,2371.52,debit,Bank Transfer
2821,2025-08-26,3051.75,debit,UPI
1747,2024-02-24,4860.79,credit,UPI
1224,2024-11-05,7768.62,credit,Bank Transfer
1134,2024-01-14,4241.8,credit,Wallet
4181,2025-09-16,7615.08,credit,UPI
4561,2023-10-22,5621.77,credit,Bank Transfer
360,2024-01-11,3334.8,debit,Wallet
4148,2025-10-09,4163.78,credit,Wallet
2653,2025-08-27,6264.76,credit,Cash
3370,2024-03-09,6681.97,debit,Wallet
4808,2025-03-02,6863.46,debit,Bank Transfer
267,2024-11-05,5428.22,credit,Bank Transfer
1929,2025-07-19,5891.56,debit,Wallet
2549,2024-09-16,9513.15,debit,Cash
2023,2025-03-15,9814.11,debit,Bank Transfer
2101,2024-01-05,5094.75,debit,UPI
1883,2024-04-07,1463.91,credit,Bank Transfer
808,2025-07-23,5258.64,debit,UPI
1006,2024-02-14,5231.87,credit,UPI
3339,2024-09-09,2475.1,debit,UPI
4446,2023-12-23,5249.21,credit,Bank Transfer
4810,2024-09-13,2910.35,credit,Cash
1471,2023-12-24,5753.54,debit,Cash
1507,2024-07-03,6189.94,credit,Bank Transfer
2542,2024-08-05,6053.85,debit,UPI
50,2024-01-05,6978.42,credit,Wallet
4732,2025-10-13,5938.7,credit,Wallet
1517,2025-03-09,6577.27,credit,Bank Transfer
1187,2024-03-30,7583.86,debit,UPI
3786,2023-11-04,4116.14,debit,Cash
1996,2024-08-01,4712.2,debit,UPI
4839,2025-07-25,4289.36,credit,Cash
454,2025-08-07,3509.43,debit,Cash
4912,2024-01-11,4403.39,debit,UPI
302,2024-05-17,6669.9,credit,UPI
3560,2025-03-18,6454.3,debit,UPI
34,2024-11-03,1611.5,credit,UPI
3450,2023-11-14,8430.92,debit,UPI
2408,2024-03-14,6694.14,debit,Bank Transfer
496,2025-10-11,5455.25,credit,Cash
4952,2025-09-03,2237.61,debit,Bank Transfer
561,2025-03-26,2629.34,debit,UPI
1178,2025-05-08,8006.03,debit,UPI
4162,2024-07-17,7008.98,debit,Wallet
2518,2025-01-25,7257.29,credit,Bank Transfer
1393,2025-08-20,4734.75,debit,Bank Transfer
1038,2025-08-02,7613.22,credit,Bank Transfer
190,2025-02-14,2260.78,credit,Cash
4537,2025-09-17,2533.21,credit,Wallet
2536,2024-08-30,7017.33,credit,Bank Transfer
3787,2024-03-23,3164.77,credit,Wallet
3114,2025-04-17,4920.24,debit,Wallet
2801,2024-01-13,1450.1,credit,Wallet
1487,2024-03-18,688.72,debit,Cash
1921,2023-12-30,2956.82,debit,Bank Transfer
2895,2025-01-05,4242.35,debit,Cash
2895,2024-02-20,3150.29,credit,UPI
4569,2025-01-02,6240.93,credit,Cash
2665,2024-03-19,7021.79,credit,UPI
4672,2024-02-24,6220.18,credit,UPI
4132,2024-04-01,2686.91,credit,Bank Transfer
4512,2024-05-24,6049.49,credit,Bank Transfer
4001,2024-10-11,2543.54,credit,Wallet
4050,2025-02-15,8726.57,debit,Cash
253,2023-11-13,5097.61,credit,UPI
1923,2025-05-16,3288.26,debit,Wallet
1628,2023-11-23,5105.78,credit,Wallet
2059,2023-11-09,5336.42,credit,Wallet
2563,2025-04-29,6415.04,credit,Bank Transfer
549,2024-09-01,1223.93,credit,Wallet
3677,2024-07-07,3607.68,debit,Bank Transfer
4213,2024-07-18,5963.17,debit,UPI
3189,2024-08-08,6557.59,credit,Bank Transfer
3366,2024-07-25,11540.98,credit,Bank Transfer
46,2025-03-10,7756.7,credit,UPI
4819,2024-08-27,3622.66,debit,Cash
2716,2024-11-05,8548.51,debit,UPI
2784,2023-12-01,6159.86,credit,Wallet
3461,2023-12-03,7732.99,debit,UPI
1717,2024-12-14,5933.51,debit,Wallet
2113,2025-07-02,7874.16,debit,Cash
1389,2025-01-03,7165.72,credit,Bank Transfer
3529,2025-08-24,6104.59,debit,UPI
3717,2024-10-11,4123.33,debit,UPI
3031,2024-03-16,4116.91,credit,Cash
266,2024-11-11,3100.08,debit,Bank Transfer
393,2024-03-01,4851.23,credit,UPI
4545,2023-11-21,7214.45,credit,Bank Transfer
1832,2024-05-07,6162.07,credit,Wallet
2066,2023-10-25,3449.82,credit,Wallet
2582,2024-07-07,6936.24,credit,Wallet
4361,2024-03-20,2647.92,credit,Wallet
1435,2025-04-09,5664.86,credit,Wallet
1101,2025-01-23,7789.68,debit,Bank Transfer
248,2024-03-11,2647.83,debit,UPI
2058,2024-07-06,5341.03,credit,Wallet
3229,2024-02-06,3602.74,credit,Wallet
1059,2024-07-04,8256.75,debit,Wallet
3795,2024-12-24,9499.27,credit,Wallet
3879,2024-02-03,6110.59,debit,Wallet
4754,2025-07-04,6756.43,credit,Bank Transfer
963,2024-03-15,7732.7,debit,Wallet
1579,2023-11-04,6529.85,credit,Bank Transfer
4042,2025-05-09,3353.25,debit,Bank Transfer
291,2025-09-11,4110.34,debit,UPI
3342,2024-06-01,4096.06,debit,Wallet
1449,2025-02-14,1534.2,debit,Wallet
2429,2024-11-13,6955.73,debit,Cash
536,2024-04-18,2496.54,credit,UPI
801,2024-06-19,6657.21,credit,Cash
